tconst	directors	writers
tt0010267	nm0291548	nm0513680,nm0566338
tt0010281	nm0523932	nm0473134,nm0523932
tt0010307	nm0304098	nm0304098
tt0010323	nm0927468	nm0562346,nm0417917
tt0010418	nm0001124	nm0534221,nm0057381
tt0010446	nm0454535,nm0343650	nm0716103,nm0517786
tt0010456	nm0523932	nm0473134,nm0778218
tt0010466	nm0875869	nm0169125,nm0205363,nm0205365,nm0348317,nm0655465,nm0875869
tt0010484	nm0000428	nm0000428
tt0010533	nm1720536	nm1720536
tt0010559	nm0513617	nm0000485,nm0000590
tt0010598	nm0003433	nm0003433,nm0291908
tt0010600	nm0523932	nm0006782,nm0473134,nm0523932,nm0932559
tt0010635	nm0190516	nm0604526,nm0265572
tt0010662	nm0000428	nm0853193
tt0010680	nm0519315	nm0219428,nm0519315,nm0528022
tt0010726	nm0000485	nm0000485
tt0010755	nm0830249	nm0107838,nm0513040,nm0596410,nm0830249
tt0010806	nm0000428	nm0294026
tt0010821	nm0652650	nm0374316,nm0509510,nm0000590,nm0829044,nm0652650
tt0010844	nm0869665	nm0175676,nm0299154
tt0010853	nm0385171	nm0837989
tt0010879	nm0281808	nm0001196,nm0281808,nm0313888
tt0010890	nm0115218	nm0132450,nm0309567,nm0950150
tt0010925	nm0428059	nm0784407
tt0010953	nm0921244	nm0107200,nm0462762
tt0010962	nm0523932	nm0266183,nm0473134
tt0010964	nm0502752	nm0413248,nm0830868
tt0010969	nm0275494	nm0072315,nm0275494
tt0011000	nm0003433	nm0406094,nm0179740,nm0003433
tt0011128	nm0448915,nm0428059,nm0336894	nm0336894,nm0341586,nm0784407
tt0011130	nm0731910	nm0829044,nm0073238,nm0838370,nm0928492
tt0011157	nm0830249	nm0378772,nm0596410,nm0635245,nm0830249
tt0011173	nm0106950	nm0106950,nm0418114
tt0011193	nm0189076	nm0547966
tt0011217	nm0003638	nm0088618,nm0562346
tt0011221	nm0927468	nm0562346
tt0011237	nm0091380,nm0917467	nm0301961,nm0917467
tt0011267	nm0934749	nm0046324,nm0114991
tt0011294	nm0031134	nm0173213,nm3561683
tt0011302	nm0478303	nm0478303,nm0051304
tt0011317	nm0097648	nm0403595,nm0495461,nm0547966
tt0011344	nm0896542	nm0124909,nm0662701
tt0011358	nm0000406	nm0002209,nm0774539
tt0011362	nm0803705	nm0432305,nm0481248,nm0803705
tt0011369	nm0652302	nm0304328
tt0011370	nm0803705	nm0342060,nm0803705
tt0011371	nm0523932	nm0473134,nm0523932
tt0011387	nm0869665,nm0113284	nm0178126,nm0227062
tt0011414	nm0456634	nm0256221,nm0002616
tt0011415	nm0000428	nm0000428,nm0830744
tt0011439	nm0629243	nm0191547,nm0001196,nm1491939
tt0011440	nm0814027	nm0359105,nm0814027
tt0011474	nm0281808	nm0001196,nm0313888,nm0569805
tt0011513	nm0366689	nm0193617,nm0366689
tt0011565	nm0941637	nm0606563,nm0448981,nm0518844
tt0011588	nm0694260	nm0692108,nm0193693,nm0547966
tt0011607	nm0003433	nm0003433,nm0418114
tt0011623	nm0195950,nm0502752	nm0150432,nm0547966
tt0011641	nm0523932	nm0473134,nm0523932
tt0011647	nm0577654	nm0206389,nm0286379
tt0011652	nm0085133,nm0810367	nm0397167,nm0544579,nm0558923,nm0810367
tt0011679	nm0629243	nm0837989
tt0011716	nm0001124	nm0534221
tt0011723	nm0000485	nm0000485
tt0011741	nm0227020	nm0950150,nm0117298,nm0271869
tt0011742	nm0523932	nm0275230,nm0473134,nm0523932,nm1084225
tt0011753	nm0190516	nm0716103,nm0340599,nm0940820
tt0011779	nm0385171	nm0385171,nm0366586
tt0011833	nm0552609	nm0433288,nm0435150,nm0552609
tt0011837	nm0000485	nm0000485,nm0902376
tt0011841	nm0000428	nm0662461,nm0103755,nm0342604,nm0446189,nm0000428
tt0011865	nm0001124	nm0697880,nm0210352,nm0184632
tt0011870	nm0584778	nm0584778
tt0011904	nm0941637	nm0606563,nm0927851
tt0011908	nm0796657,nm0384616	nm0123194,nm0384616,nm0884265,nm0257877
tt0011909	nm0001124	nm0774217,nm0534221
tt0011948	nm0511729	nm0511729
tt0011960	nm0523932	nm0473134,nm0523932
tt0011979	nm0916665	nm0916665,nm0651000
tt0012016	nm0048478	nm0042378,nm0048478
tt0012027	nm0806605	nm0241414,nm0558923
tt0012068	nm0002271	nm0558923,nm0051304
tt0012122	nm0000428	nm0121885,nm0000428
tt0012125	nm0132720	nm0364668
tt0012134	nm0478303	nm0478303
tt0012136	nm0897085	nm0010973,nm0715564
tt0012187	nm0001124	nm0001124,nm0534221
tt0012190	nm0002271	nm0087658,nm0558923
tt0012249	nm0300544,nm0769942	nm0313819,nm0000636,nm0898985
tt0012281	nm0422226,nm0501902	nm0562346
tt0012313	nm0562004	nm0902376,nm0000485
tt0012314	nm0562004	nm0902376,nm0000485
tt0012334	nm0830249	nm0014251,nm0830249,nm0635245
tt0012349	nm0000122	nm0000122
tt0012364	nm0803705	nm0481248,nm0803705
tt0012382	nm0000779,nm0190516	nm0940820,nm0556945
tt0012397	nm0337586,nm0681927	nm0122364,nm0566338
tt0012408	nm0547966	nm0547966
tt0012465	nm0210352	nm0073238,nm0301930
tt0012486	nm0042317,nm0373511	nm0009266,nm0373511,nm0553066
tt0012494	nm0000485	nm0000485,nm0902376
tt0012513	nm0715716	nm0202617,nm0001196,nm0662701,nm0940689
tt0012532	nm0000428	nm0257866,nm0180077,nm0000428
tt0012538	nm0115218	nm0103024,nm0115218,nm0399203
tt0012631	nm0613600	nm0331003,nm0773299,nm0882349
tt0012642	nm0628345	nm0730018,nm0853130,nm0369841,nm0907778
tt0012645	nm0118266	nm0118266,nm0241416
tt0012650	nm0681726	nm0562346,nm0681726
tt0012651	nm0003638	nm0833695,nm0562346
tt0012675	nm0577654	nm0401423,nm0441601
tt0012699	nm0896542	nm0175451,nm0337838,nm0002209
tt0012745	nm0031134	nm0031134,nm0957652
tt0012752	nm0629243	nm0241416,nm0461241,nm0940689,nm0001196
tt0012755	nm0337586,nm0681927	nm0240534,nm0265572
tt0012763	nm0454771	nm0378947,nm0332539,nm0454771
tt0012769	nm0916665	nm0916665,nm0651000
tt0012806	nm0000485	nm0000485,nm0889172,nm0902376
tt0012928	nm0897085	nm0449805,nm0715564
tt0012938	nm0939992	nm0323325,nm0192325
tt0012952	nm0002188,nm0629243	nm0087658,nm0193704,nm0558923
tt0012973	nm0003638	nm0352026,nm0741912,nm0902376
tt0012975	nm0856161	nm0175915,nm0232615
tt0013033	nm0275494	nm0275494,nm0289787
tt0013059	nm0003433	nm0236626,nm0003433,nm0742633
tt0013075	nm0853130,nm0628345	nm0730018,nm0853130,nm0369841,nm0907778,nm0188274
tt0013085	nm0166730	nm0670909
tt0013086	nm0000485	nm0415167,nm0902376,nm0000485
tt0013122	nm0217526	nm0217526
tt0013134	nm0191899	nm0510024
tt0013140	nm0002233	nm0002233,nm0014703,nm0031033
tt0013169	nm0003433	nm0003433,nm0534787
tt0013201	nm0628345	nm0730018,nm0853130,nm0369841,nm0907778,nm0188274,nm0516001
tt0013223	nm0893418	nm0410331,nm0163349
tt0013257	nm0159725	nm0159725
tt0013332	nm0869665	nm0085806,nm0715512,nm0612580,nm0321216,nm0869665
tt0013367	nm0454535	nm0396378,nm0834116
tt0013372	nm0001124	nm0534221,nm0002317
tt0013386	nm0432216,nm0002233	nm0288986,nm0309567,nm0641301,nm0002233
tt0013402	nm0283444	nm0241416,nm0566338,nm0759474,nm0270007,nm0592217
tt0013404	nm0577654	nm0441601,nm0635805
tt0013427	nm0280904	nm0280878,nm0280904
tt0013428	nm0633394	nm0504366,nm0477515
tt0013442	nm0003638	nm0301961,nm0831290
tt0013450	nm0515979	nm0002042,nm0515979,nm0917949,nm0031033
tt0013458	nm0000428	nm0000428
tt0013469	nm0118266	nm0118266,nm0611124,nm0000636
tt0013496	nm0003638	nm0369458,nm0902376,nm0903145
tt0013515	nm0002271	nm0393949,nm0641301,nm0741358
tt0013556	nm0245385	nm0001196,nm0202617,nm0245385,nm0461241,nm0940689
tt0013571	nm0117065,nm0623417	nm0928492,nm0623417,nm0708118
tt0013574	nm0001124	nm0534221
tt0013579	nm0733208	nm0733208,nm0774012
tt0013590	nm0454771	nm0115063,nm0332539
tt0013592	nm0286379	nm0824699,nm0881333,nm0521002
tt0013597	nm0662032	nm0114991,nm0236279,nm0265572,nm0319069
tt0013607	nm0721840	nm0721840
tt0013619	nm0002031	nm0002031,nm0883335
tt0013662	nm0731910	nm0924842,nm0791014,nm0522674,nm0364668
tt0013674	nm0511729	nm0241416,nm0511729,nm0592217
tt0013688	nm0291387	nm0547966
tt0013704	nm0861336	nm0151606,nm0399203,nm0401429,nm0856921
tt0013705	nm0662840	nm0334356,nm0588341
tt0013741	nm0523932	nm0266183,nm0473134
tt0013750	nm0897085	nm0495461,nm0538186,nm0715564
tt0013802	nm0005847	nm2710827,nm0593462,nm0558923
tt0013830	nm0243295	nm1252107,nm0719743
tt0013909	nm0000406	nm0498133,nm0850483,nm0933491
tt0013933	nm0258477	nm0258477,nm0258506
tt0013951	nm0190516	nm0396416,nm0192325
tt0014029	nm0428059	nm0566338,nm0784407
tt0014108	nm0830249	nm0481248,nm0830249
tt0014109	nm0830249	nm0405147,nm0481248,nm0830249
tt0014112	nm0396378	\N
tt0014142	nm0941637	nm0401076,nm0790622,nm0522871,nm0730929
tt0014205	nm0646058	nm0949995,nm0715564
tt0014341	nm0090007,nm0000036	nm0369841,nm0115669,nm0593477
tt0014358	nm0000122	nm0000122
tt0014397	nm0927468	nm0234502,nm0927468
tt0014416	nm0909825,nm0523932	nm0241404,nm0266183,nm0461241,nm0473134,nm0257866
tt0014417	nm0304098	nm0304098
tt0014429	nm0628345,nm0853130	nm0730018,nm0853130,nm0924065,nm0907778,nm0369841,nm0516001
tt0014440	nm0002271	nm0754581,nm0325135
tt0014446	nm0655065	nm0059352,nm0377463,nm0655065
tt0014463	nm0385171	nm0448981,nm0671163
tt0014497	nm0400912	nm0400912
tt0014516	nm0344583	nm0344583,nm0562346,nm0881870
tt0014524	nm0681726	nm0562346
tt0014532	nm0001124	nm0534221
tt0014538	nm0166836,nm0000036	nm0115669,nm0593477,nm0369841,nm0000036
tt0014586	nm0083532,nm0501902	nm0301961
tt0014604	nm0000428	nm0000428
tt0014605	nm0454771	nm0186769,nm0387551,nm0926417,nm0728519,nm0058809
tt0014606	nm0115218	nm0115218,nm0448981
tt0014611	nm0853130,nm0628345	nm0853130,nm0928514,nm0924065,nm0907778
tt0014619	nm0515979	nm0892045,nm0547966
tt0014624	nm0000122	nm0000122
tt0014636	nm0245385	nm0078253,nm0494673,nm0800092
tt0014646	nm0698839	nm0265777,nm0652974,nm0866238
tt0014672	nm0000428	nm0150432
tt0014702	nm0064600	nm0280003,nm0267913
tt0014721	nm0515979	nm0040457,nm0515979,nm0641301
tt0014760	nm0166836	nm0340599,nm0723840,nm0881333
tt0014770	nm0600580	nm0600580,nm0309567
tt0014826	nm0653253	nm0939628,nm0332539,nm0019604
tt0014854	nm0681933,nm0624714	nm0538186,nm0950150
tt0014869	nm0731910	nm0153765,nm0522674,nm0684093
tt0014874	nm0782682	nm0858501,nm0122364,nm0954657,nm0072739
tt0014898	nm0719756	nm0504562
tt0014900	nm0003638	nm0375305,nm0920853,nm0902376
tt0014925	nm0523932	nm0083742,nm0426515,nm0473134,nm0501872
tt0014945	nm0628345,nm0853130	nm0853130,nm0928514,nm0924065,nm0336984,nm0516001
tt0014972	nm0803705	nm0028916,nm0933133,nm0803705,nm0014703
tt0014982	nm0291548	nm0473134
tt0015002	nm0628345,nm0853130	nm0853130,nm0340599,nm0924065,nm0336984
tt0015014	nm0478303	nm0241409,nm2526424,nm0478303,nm0495693
tt0015016	nm0000406	nm0448981,nm0751246,nm0201544
tt0015018	nm0000428	nm0000428,nm0608970
tt0015022	nm0394399	nm0285822,nm0371771
tt0015036	nm0901502	nm0241416,nm0287593,nm0610620,nm0901502
tt0015039	nm0895048	nm0895048
tt0015064	nm0003638	nm0562346
tt0015116	nm0245385	nm0878338,nm1738735,nm0834553,nm0425456
tt0015119	nm0523932	nm0075960,nm0773083
tt0015136	nm0003433	nm0051911,nm0902376,nm0003433
tt0015145	nm0646058	nm0850483,nm0840091,nm0357028
tt0015163	nm0187981,nm0000036	nm0115669,nm0593477,nm0369841
tt0015167	nm0474487	nm0038595,nm0699877
tt0015174	nm0000485	nm0902376
tt0015175	nm0000485	nm0000485,nm0902376
tt0015200	nm0075960	nm0325135,nm0603008
tt0015202	nm0927468	nm0626326,nm0719165
tt0015213	nm0770703	nm0265777,nm0652974
tt0015214	nm0163229	nm0163229
tt0015224	nm0107543	nm0057381,nm0325135
tt0015268	nm0629243	nm0629243,nm0580648
tt0015289	nm0454771	nm0253652,nm0728519,nm0299154,nm0058809
tt0015310	nm0515979	nm0754581,nm0370271,nm0031033
tt0015312	nm0097648	nm0078667,nm0249317,nm0547966
tt0015324	nm0000036	nm0369841,nm0593477,nm0115669
tt0015361	nm0001178	nm0017893,nm0001178,nm0470402,nm0687244
tt0015400	nm0909825	nm0940689,nm0001196,nm0008280,nm0640884
tt0015493	nm0194031	nm0000033,nm0608054
tt0015498	nm0896542	nm0378947,nm0896542,nm0592217
tt0015500	nm0896542	nm0189405,nm0933133
tt0015518	nm0897085	nm0538186,nm0715564
tt0015532	nm0718201,nm0002569	nm0718201
tt0015624	nm0896542,nm0384276	nm0821716,nm0066946,nm0267868,nm0896542
tt0015634	nm0584778	nm0584778
tt0015643	nm0002118	nm0364668,nm0641301,nm0837989,nm0210352
tt0015648	nm0001178	nm0012810,nm0001178,nm0017893,nm0038595,nm0872308
tt0015684	nm0097648	nm0164856,nm0560857
tt0015687	nm0809467	nm0517786
tt0015693	nm0376221	nm0114212,nm0170401,nm0558923,nm0708118
tt0015758	nm0187981	nm0697210,nm0697207,nm0192325,nm0940689
tt0015768	nm0003433	nm0003433,nm0727484
tt0015772	nm0113284	nm0701090,nm0547938,nm0473134
tt0015794	nm0163229	nm0163229,nm0772143
tt0015801	nm0478303	nm0478303,nm0685063
tt0015841	nm0853130,nm0628345	nm0853130,nm0928514,nm0340599,nm0924065,nm0336984,nm0516001
tt0015842	nm0655065	nm0079278,nm0352026,nm1680388
tt0015847	nm0003226	nm0793684
tt0015861	nm0003433	nm0119976,nm0003433
tt0015863	nm0000036	nm0000036,nm0623640,nm0134252
tt0015864	nm0000122	nm0000122
tt0015872	nm0113284	nm0063492,nm0072739,nm0114266,nm0756226
tt0015873	nm0178260,nm0774325	nm0142579,nm0708920
tt0015881	nm0002233	nm0558923,nm0002233,nm0635805,nm0267868
tt0015883	nm0275494	nm0100301,nm0275494
tt0015909	nm0291548	nm0298080,nm0473134
tt0015935	nm0797205	nm0797205,nm0798334
tt0016004	nm0523932	nm0928492,nm0430756,nm0298494,nm0516737
tt0016005	nm0068419	nm0820700,nm0002316
tt0016006	nm0097648	nm0114212,nm0547966
tt0016013	nm0097648	nm0205244,nm0547966
tt0016023	nm0068419	nm0264229,nm0267868,nm0933133
tt0016028	nm0064415	nm0681933,nm0521002,nm0510024,nm0573743
tt0016029	nm0124877	nm0175902,nm0426531,nm0124877
tt0016039	nm0398464	nm0236279,nm0265572
tt0016104	nm0002233	nm0002233,nm0322227,nm0529618,nm0825551,nm0014703
tt0016123	nm0922327	nm0922327,nm0928108,nm0533102,nm0448978,nm0837989
tt0016142	nm0115218	nm0115218,nm0950150
tt0016185	nm0299398	nm0839978
tt0016201	nm0309163	nm0186766,nm0404372
tt0016205	nm0046082	nm0035854,nm0860374
tt0016220	nm0781292,nm0151606,nm0432216,nm0480677	nm0503693,nm0031033,nm0165470,nm0566338,nm0566439,nm0715723,nm0775419,nm0908831,nm1541473
tt0016226	nm0749484	nm0756226,nm0548934,nm0881333
tt0016230	nm0000033	nm0054123,nm0822627
tt0016232	nm0245213	nm0275494,nm0719162
tt0016240	nm0652302,nm0706795	nm0036428,nm0657176
tt0016241	nm0068419	nm0820700,nm0002316,nm0267868
tt0016258	nm0166836	nm0533102,nm0394267
tt0016276	nm0202590,nm0485943	nm0820700,nm0002188,nm0102167,nm0202590
tt0016288	nm0721840	nm0340719,nm0082931
tt0016294	nm0001124	nm0228693,nm0001328,nm0534221,nm0840091
tt0016308	nm0000428	nm0232704,nm0357028
tt0016309	nm0332539	nm0235836,nm0332539,nm0939628
tt0016310	nm0903049	nm0903049
tt0016332	nm0000036	nm0576362,nm0115669,nm0369841,nm0593477
tt0016338	nm0760547,nm0208113	nm0353584,nm0760547,nm0838820
tt0016377	nm0731910	nm0114212,nm0522674,nm0807212
tt0016392	nm0107713	nm0079278,nm0420683,nm0107713
tt0016394	nm0245385	nm0010973,nm0357028,nm0491789
tt0016395	nm0454771	nm0547966,nm0698989
tt0016461	nm0007215,nm0366586	nm0263346,nm0837989
tt0016473	nm0115218	nm0730317,nm0950150
tt0016480	nm0782707	nm0230568,nm0340719,nm0399203
tt0016481	nm0243295	nm0390586,nm0243295
tt0016491	nm0275494	nm0212511,nm0275494,nm0741147
tt0016493	nm0163229	nm0163229
tt0016544	nm0783865	nm0000875,nm0062091,nm0497736,nm0783865
tt0016545	nm0156173,nm0593180	nm0169243,nm0384147
tt0016548	nm0820461	nm0172074,nm0888159
tt0016559	nm0698839	nm0877201
tt0016560	nm0384276	nm0547966,nm0276040,nm0371771
tt0016563	nm0902304	nm0832627,nm0902376
tt0016627	nm0896542	nm0754581,nm0267913,nm0014703
tt0016629	nm0922327	nm0394479,nm0430756,nm0547938,nm0727497,nm0922327
tt0016630	nm0000036	nm0809548,nm0090213,nm0807667,nm0623640,nm0109209,nm0577650
tt0016634	nm0107543	nm0107543,nm0751246,nm0774539,nm0942118
tt0016640	nm0949648	nm0154087,nm0258697,nm0507462,nm0949648
tt0016641	nm0629243,nm0102643,nm0127511,nm0169905,nm0002271	nm0908753,nm0558923,nm0933133,nm0385012,nm0129721
tt0016643	nm0718469	nm0047939,nm0253646,nm0953123,nm0718469,nm0394267
tt0016646	nm0291548	nm0267868,nm0426515,nm0567346
tt0016654	nm0662032	nm0001196,nm0192325
tt0016655	nm0115218	nm0115218,nm0950150,nm0267868
tt0016664	nm0000406	nm0064595,nm0726588,nm0102167
tt0016669	nm0896542	nm0208691,nm0613860,nm0175902,nm0191956
tt0016672	nm0920074	nm0769091,nm0922421,nm0164856,nm0385012,nm0129721
tt0016690	nm0176699	nm0949995,nm0829330,nm0950224,nm0267868
tt0016691	nm0106950	nm0106950,nm0418114
tt0016762	nm0107543	nm0332539,nm0357028,nm0783629
tt0016804	nm0189076	nm0580648,nm0031033,nm0126406,nm0298494
tt0016822	nm0337586	nm0503777,nm0341185,nm0547938,nm0175902,nm0687566
tt0016827	nm0806061	nm0285679,nm0364668,nm0422382,nm0469166
tt0016832	nm0853130	nm0175091,nm0853130,nm0924065,nm0267868
tt0016847	nm0003638	nm0369458,nm0477515,nm0324473
tt0016854	nm0001328	nm0001328,nm0521002,nm0510024
tt0016871	nm0744514,nm0587277	nm0187256,nm0588505,nm0904062
tt0016884	nm0113284	nm0322227,nm0837183,nm0014703,nm0473134,nm0756226
tt0016895	nm0853130	nm0928514,nm0340599,nm0115669,nm0817809
tt0016914	nm0655065	nm0008948,nm0627056,nm0743321,nm0755150
tt0016939	nm0782597	nm0285822,nm0831958
tt0016947	nm0046082	nm0606878,nm0108519,nm0180987
tt0016953	nm0266691,nm0726166	nm0266691
tt0016971	nm0250034	nm0727999,nm0001008,nm0317319,nm0487237
tt0017004	nm0840042	nm0568571,nm0001211,nm0495461,nm0313888,nm0588505,nm0817809
tt0017028	nm0878338	nm0570305,nm0361877,nm0715564,nm0317200,nm0547938
tt0017029	nm0113284	nm0473134,nm0681377
tt0017048	nm0455938	nm0442704,nm0455938,nm0409467,nm2396540,nm1273449
tt0017075	nm0000033	nm0523269,nm0822627,nm0000033
tt0017082	nm0878338	nm0007973,nm0915875,nm0553157
tt0017096	nm0109264	nm0037956,nm0685884,nm0019604
tt0017103	nm0002271	nm0560857,nm0002271
tt0017119	nm0281808	nm0507760,nm0374123,nm0230568,nm0547938
tt0017120	nm0002271	nm0087658,nm0325135
tt0017128	nm0699877	nm0331003,nm0953515
tt0017136	nm0000485	nm0902376,nm0000485
tt0017159	nm0652974,nm0055823	nm0055823,nm0652974,nm0757184,nm7922801
tt0017162	nm0280904,nm0280878	nm0280878,nm0280904,nm0425456
tt0017184	nm0280205	nm0291408,nm0775471
tt0017195	nm0067384	nm0794414,nm0067384
tt0017196	nm0719756	nm0504562,nm0957652,nm1266315
tt0017198	nm0928214	nm0566214,nm0100884,nm0928214
tt0017226	nm0190516	nm0821716,nm0139714,nm0940820,nm0400912,nm0002188,nm0391985
tt0017271	nm0474487	nm0474487,nm0518711,nm0794531
tt0017293	nm0698839	nm0636534,nm0698839,nm0877201
tt0017329	nm0115218	nm0115218,nm0267868,nm0542534
tt0017338	nm0927468	nm0626326,nm0927468,nm0902446
tt0017350	nm0803705	nm0370426,nm0547966
tt0017354	nm0916224	nm0578479,nm0580648,nm0400912,nm0905937
tt0017372	nm0895048	nm0895048
tt0017374	nm0000406	nm0477437,nm0681886,nm0831958
tt0017376	nm0895048	nm0895048
tt0017378	nm0468882,nm0871185	nm0324690,nm0879029
tt0017382	nm0820461	nm0446403,nm0172074
tt0017409	nm0523932	nm0576830,nm0021283,nm0473134,nm0906080,nm0394267
tt0017410	nm0478441	nm0588505,nm0736911,nm0834080
tt0017416	nm0280463	nm0401423,nm0547966,nm0208691,nm0547938,nm0809548
tt0017419	nm0000428	nm0179740,nm0751246,nm0357028,nm0425456,nm0401429
tt0017423	nm0573743,nm0064415	nm0242802,nm0547938,nm0837989
tt0017437	nm0001008	nm0727999,nm0174690,nm0248909,nm0381902,nm0307819,nm0377194,nm0486034,nm0924065
tt0017438	nm0301961	nm0263912,nm0301961
tt0017448	nm0003638	nm0596942,nm0562346
tt0017449	nm0830249,nm0629243	nm0087658,nm0267913,nm0014703
tt0017463	nm0000406	nm0924268,nm0831958,nm0817809,nm0102167
tt0017480	nm0068419	nm0087658,nm0267913,nm0385012,nm0129721
tt0017483	nm0250034	nm0001008,nm0174690,nm0240534,nm0391054,nm0003377,nm0727999,nm0744954,nm0924065
tt0017519	nm0001124	nm0073393,nm0168829
tt0017534	nm0781292	nm0775419,nm0267868
tt0017540	nm0909825	nm0027173,nm0102167,nm0640884,nm0821716
tt0017567	nm0454771	nm0168829,nm0400912,nm0547966,nm0942428
tt0017619	nm0882160	nm0205343,nm0073238,nm0469166
tt0017621	nm0301961	nm0263912,nm0301961
tt0017632	nm0731910	nm0014703,nm0191956,nm0522674
tt0017653	nm0695604,nm0696049	nm0023044,nm0899632
tt0017662	nm0830249,nm0498174	nm0128991,nm0498174,nm0299154
tt0017667	nm0189076	nm0075960,nm0547938,nm0031033,nm0000858
tt0017668	nm0752193	nm0562346,nm0752193,nm0005713
tt0017726	nm0879802	nm0278900,nm0045553
tt0017735	nm0731910	nm0192325,nm0908637,nm0173303
tt0017736	nm0901502	nm0266183,nm0610620,nm0901502
tt0017739	nm0501902	nm0929616,nm0384616,nm0169879,nm0031033,nm0002771
tt0017743	nm0774325,nm0178260	nm0008280,nm0178260,nm0774325
tt0017750	nm0882160	nm0914362,nm0168829,nm0469166
tt0017751	nm0903049,nm0515979	nm0404164,nm0425924,nm0510024,nm0521002,nm0820700
tt0017765	nm0395023,nm0000036	nm0361882,nm0289381
tt0017809	nm0055823	nm0792752,nm0877201
tt0017825	nm0000033	nm0171887,nm0637040,nm0822627
tt0017832	nm0916224	nm0116693,nm0242802
tt0017843	nm0000033	nm0002021,nm0822627
tt0017860	nm0939992	nm0011748,nm0267868,nm0547966,nm0604526
tt0017886	nm0215877	nm0953123,nm0170401,nm0418772
tt0017918	nm0428059	nm0001196
tt0017925	nm0115669,nm0000036	nm0000036,nm0115669,nm0090213,nm0807667,nm0685904,nm0809548
tt0017928	nm0002188	nm0494964,nm0521002,nm0547938,nm0894579
tt0017938	nm0258477	nm0258477,nm0603008
tt0017961	nm0575963	nm0575963
tt0017998	nm0002061	nm0396475,nm0767701
tt0018014	nm0830249	nm0083742,nm0299154,nm0562372
tt0018016	nm0281808	nm0026639,nm0230568,nm0756226,nm0547938,nm0903098
tt0018033	nm0046082,nm0903049	nm0323325,nm0521002,nm0510024,nm0547938
tt0018037	nm0189076	nm0710723,nm0169879,nm0418772
tt0018045	nm0076368	nm0076368,nm0243519,nm0292013
tt0018051	nm0928514,nm0587277,nm0397834,nm0516001	nm0340599,nm0928514,nm0188274,nm0623640,nm0337914
tt0018054	nm0001124	nm0534221
tt0018066	nm0699877,nm0231151	nm0953515
tt0018087	nm0655065	nm0251280,nm0503025,nm0883335
tt0018097	nm0115218	nm0115218,nm0950150,nm0267868
tt0018102	nm0001008	nm0248909,nm0307819,nm0727999
tt0018107	nm0332539,nm0318105	nm0866243,nm0014703,nm0191956,nm0600641
tt0018113	nm0662032	nm0545730,nm0345968,nm0114991,nm0357795,nm0168829
tt0018138	nm0068419	nm0002316,nm0068419,nm0173303
tt0018166	nm0159725	nm0159725,nm0260085,nm0267868,nm0454513
tt0018179	nm0631438	nm0894697,nm0654155,nm0940689,nm0547966
tt0018183	nm0853130	nm0635841,nm0573865,nm0924065,nm0521002
tt0018192	nm0304098	nm0304098
tt0018199	nm0914112	nm0176713,nm0340719,nm0726588,nm0831958
tt0018217	nm0001178,nm0017893	nm0001178,nm0017893,nm3231022,nm0715487
tt0018218	nm0189076	nm0953123,nm0170401,nm0418772
tt0018235	nm0763453	nm0817809,nm0933133
tt0018246	nm0795528	nm0501924,nm0795528
tt0018247	nm0001328	nm0139714,nm0322227,nm0175902,nm0589316,nm0102167
tt0018253	nm0763453	nm0240534,nm0242802,nm0400912,nm0732452,nm0820700
tt0018268	nm0464561	nm0464561,nm0792752
tt0018297	nm0291548	nm0014703,nm0057381,nm0191956,nm0473134,nm0506797
tt0018311	nm0000779	nm0547966,nm0089342,nm0267868
tt0018328	nm0000033	nm0000033,nm0720904
tt0018351	nm0478441	nm0108469,nm0478441
tt0018362	nm0673031	nm0823339
tt0018379	nm0097648	nm0834944,nm0322227,nm0385012,nm0129721,nm0615868
tt0018389	nm0397678	nm0430756,nm0469166,nm0397022
tt0018392	nm0104197,nm0002190	nm0002190,nm0651357
tt0018397	nm0115218	nm0950150,nm0413353,nm0267868
tt0018413	nm0781292	nm0267868,nm0950224
tt0018440	nm0781292	nm0204608,nm0493071,nm0506797,nm0817809
tt0018451	nm0821472,nm0523932	nm6753657,nm0014703,nm0191956,nm0232704,nm0583431
tt0018453	nm0235590	nm0235590,nm6175925,nm6175926,nm6175924
tt0018455	nm0003638	nm0562346,nm0837183,nm0385012,nm0129721
tt0018464	nm0569645	nm0123194,nm0934979
tt0018471	nm0384276	nm0770337,nm0267868
tt0018484	nm0003377	nm0248909,nm0003377,nm0486034,nm0566745,nm0727999
tt0018487	nm0377126	nm0426515,nm0522871,nm0950224,nm1160685,nm0817809
tt0018505	nm0740282	nm0794531,nm0740282
tt0018513	nm0176699	nm0267868,nm0570305,nm0950224
tt0018515	nm0587277	nm0810290,nm0306875,nm0569213,nm0547938
tt0018523	nm0163229	nm0163229,nm0479514,nm0584880
tt0018524	nm0689471	nm0832952,nm0031033,nm0689471
tt0018526	nm0744504,nm0903049	nm0299153,nm0001328,nm0372942,nm0498133,nm0547938,nm0903049
tt0018528	nm0115218	nm0115218,nm0950150,nm0267868,nm0727497
tt0018530	nm0000406	nm0269679,nm0810290
tt0018566	nm0189076	nm0580648,nm0699539
tt0018578	nm0195496,nm0920074	nm0766850,nm0521002,nm0510024,nm0425456,nm0604526
tt0018579	nm0886754	nm0014703,nm0158081,nm0627454
tt0018588	nm0076779	nm0110761,nm0883335
